"symbol","update_date","company_name","last_sale","net_change","percent_change","market_cap_m","volume_t","ipo_year","country","sector","industry","bnw_symbol","zck_symbol","prn_symbol","update_time"
"DHBC","2022-05-09","DHB Capital Corp. Class A common stock",9.79,-0.01,-0.102,351,5,2021,"United States","Finance","Diversified Financial Service","DHBC","DHBC","DHBC","16:30:04"
"DHC","2022-05-09","Diversified Healthcare Trust Common Shares of Beneficial Interest",2.11,-0.07,-3.211,504,2238,NULL,"United States","Consumer Services","Real Estate Investment Trusts","DHC","DHC","DHC","16:30:04"
"DHCA","2022-05-09","DHC Acquisition Corp. Class A ordinary share",9.79,-0.01,-0.102,378,174,2021,"United States","Finance","Business Services","DHCA","DHCA","DHCA","16:30:04"
"DHCAU","2022-05-09","DHC Acquisition Corp. Unit",9.84,-0.01,-0.102,0,0,2021,"United States","Finance","Business Services","DHCAU","DHCAU","DHCAU","16:30:04"
"DHCNI","2022-05-09","Diversified Healthcare Trust 5.625% Senior Notes due 2042",17.1,-0.47,-2.675,0,26,NULL,"United States","Consumer Services","Real Estate Investment Trusts","DHCNI","DHCNI","DHCNI","16:30:04"
"DHCNL","2022-05-09","Diversified Healthcare Trust 6.25% Senior Notes Due 2046",18.52,-0.6,-3.138,0,22,NULL,"United States","Consumer Services","Real Estate Investment Trusts","DHCNL","DHCNL","DHCNL","16:30:04"
"DHHC","2022-05-09","DiamondHead Holdings Corp. Class A Common Stock",9.81,0.0,0.0,423,43,2021,"United States","Finance","Diversified Financial Service","DHHC","DHHC","DHHC","16:30:04"
"DHHCU","2022-05-09","DiamondHead Holdings Corp. Unit",9.85,-0.03,-0.304,0,9,2021,"United States","Finance","Diversified Financial Service","DHHCU","DHHCU","DHHCU","16:30:04"
"DHIL","2022-05-09","Diamond Hill Investment Group Inc. Class A Common Stock",172.73,-0.06,-0.032,547,11,NULL,"United States","Finance","Investment Managers","DHIL","DHIL","DHIL","16:30:04"
"DIBS","2022-05-09","1stdibs.com Inc. Common Stock",6.61,-0.27,-3.924,251,158,2021,"United States","Miscellaneous","Diversified Commercial Services","DIBS","DIBS","DIBS","16:30:04"
"DICE","2022-05-09","DICE Therapeutics Inc. Common Stock",16.98,-0.58,-3.303,649,410,2021,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","DICE","DICE","DICE","16:30:04"
"DILA","2022-05-09","DILA Capital Acquisition Corp. Class A Common Stock",9.84,0.0,0.0,74,0,2021,"Mexico","Finance","Diversified Financial Service","DILA","DILA","DILA","16:30:04"
"DIOD","2022-05-09","Diodes Incorporated Common Stock",72.01,-3.36,-4.458,3257,350,NULL,"United States","Technology","Semiconductors","DIOD","DIOD","DIOD","16:30:04"
"DISA","2022-05-09","Disruptive Acquisition Corporation I Class A Ordinary Shares",9.8,0.0,0.0,336,0,2021,"United States","Finance","Business Services","DISA","DISA","DISA","16:30:04"
"DISAU","2022-05-09","Disruptive Acquisition Corporation I Unit",9.87,0.0,0.0,0,2,2021,"United States","Finance","Business Services","DISAU","DISAU","DISAU","16:30:04"
"DISH","2022-05-09","DISH Network Corporation Class A Common Stock",21.31,-0.91,-4.095,11273,11265,1995,"United States","Consumer Services","Television Services","DISH","DISH","DISH","16:30:04"
"DJCO","2022-05-09","Daily Journal Corp. (S.C.) Common Stock",248.97,-8.03,-3.125,343,3,NULL,"United States","Technology","Retail: Computer Software & Peripheral Equipment","DJCO","DJCO","DJCO","16:30:04"
"DKDCA","2022-05-09","Data Knights Acquisition Corp. Class A Common Stock",10.22,0.0,0.0,152,12,2021,"United Kingdom","Finance","Diversified Financial Service","DKDCA","DKDCA","DKDCA","16:30:04"
"DKNG","2022-05-09","DraftKings Inc. Class A Common Stock",10.99,-2.16,-16.426,4491,37611,2019,"United States","Consumer Services","Services-Misc. Amusement & Recreation","DKNG","DKNG","DKNG","16:30:04"
"DLCA","2022-05-09","Deep Lake Capital Acquisition Corp. Class A Ordinary Shares",9.83,-0.01,-0.101,254,0,2021,"United States","Finance","Business Services","DLCA","DLCA","DLCA","16:30:04"
"DLHC","2022-05-09","DLH Holdings Corp.",16.52,1.65,11.096,210,113,NULL,"United States","Miscellaneous","Business Services","DLHC","DLHC","DLHC","16:30:04"
"DLO","2022-05-09","DLocal Limited Class A Common Shares",18.68,-1.32,-6.6,5511,2719,2021,"Uruguay","","","DLO","DLO","DLO","16:30:04"
"DLPN","2022-05-09","Dolphin Entertainment Inc. Common Stock",3.56,-0.15,-4.043,28,126,NULL,"United States","Consumer Services","Interactive Media","DLPN","DLPN","DLPN","16:30:04"
"DLTH","2022-05-09","Duluth Holdings Inc. Class B Common Stock",12.23,-0.19,-1.53,404,89,2015,"United States","Consumer Services","Department/Specialty Retail Stores","DLTH","DLTH","DLTH","16:30:04"
"DLTR","2022-05-09","Dollar Tree Inc. Common Stock",161.55,-2.84,-1.728,36366,1964,1995,"United States","Consumer Services","Department/Specialty Retail Stores","DLTR","DLTR","DLTR","16:30:04"
"DMAC","2022-05-09","DiaMedica Therapeutics Inc. Common Stock",2.57,-0.01,-0.388,67,70,2018,"United States","","","DMAC","DMAC","DMAC","16:30:04"
"DMAQ","2022-05-09","Deep Medicine Acquisition Corp. Class A Common Stock",9.97,-0.02,-0.2,163,25,2021,"United States","Finance","Diversified Financial Service","DMAQ","DMAQ","DMAQ","16:30:04"
"DMLP","2022-05-09","Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests",25.26,-1.59,-5.922,948,134,NULL,"United States","Energy","Oil & Gas Production","DMLP","DMLP","DMLP","16:30:04"
"DMRC","2022-05-09","Digimarc Corporation Common Stock",21.12,-0.62,-2.852,373,158,NULL,"United States","Technology","EDP Services","DMRC","DMRC","DMRC","16:30:04"
"DMTK","2022-05-09","DermTech Inc. Common Stock",6.74,-0.97,-12.581,201,1477,2017,"United States","Health Care","Managed Health Care","DMTK","DMTK","DMTK","16:30:04"
"DNAA","2022-05-09","Social Capital Suvretta Holdings Corp. I Class A Ordinary Share",9.88,-0.01,-0.101,315,97,2021,"United States","","","DNAA","DNAA","DNAA","16:30:04"
"DNAB","2022-05-09","Social Capital Suvretta Holdings Corp. II Class A Ordinary Shares",9.71,-0.02,-0.206,309,68,2021,"United States","","","DNAB","DNAB","DNAB","16:30:04"
"DNAC","2022-05-09","Social Capital Suvretta Holdings Corp. III Class A ordinary shares",9.88,0.02,0.203,315,121,2021,"United States","","","DNAC","DNAC","DNAC","16:30:04"
"DNAD","2022-05-09","Social Capital Suvretta Holdings Corp. IV Class A Ordinary Shares",9.71,-0.03,-0.308,309,84,2021,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","DNAD","DNAD","DNAD","16:30:04"
"DNAY","2022-05-09","Codex DNA Inc. Common Stock",3.75,-0.29,-7.178,110,121,2021,"United States","Health Care","Medical Specialities","DNAY","DNAY","DNAY","16:30:04"
"DNLI","2022-05-09","Denali Therapeutics Inc. Common Stock",22.8,-0.25,-1.085,2801,1268,2017,"United States","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","DNLI","DNLI","DNLI","16:30:04"
"DNUT","2022-05-09","Krispy Kreme Inc. Common Stock",12.5,-0.62,-4.726,2091,793,2021,"United States","Consumer Services","Specialty Foods","DNUT","DNUT","DNUT","16:30:04"
"DOCU","2022-05-09","DocuSign Inc. Common Stock",68.67,-5.9,-7.912,13727,4962,2018,"United States","Technology","EDP Services","DOCU","DOCU","DOCU","16:30:04"
"DOGZ","2022-05-09","Dogness (International) Corporation Class A Common Stock",4.63,-0.03,-0.644,165,1366,2017,"China","Consumer Durables","Miscellaneous manufacturing industries","DOGZ","DOGZ","DOGZ","16:30:04"
"DOMO","2022-05-09","Domo Inc. Class B Common Stock",31.71,-5.18,-14.042,1069,657,2018,"United States","Technology","Computer Software: Prepackaged Software","DOMO","DOMO","DOMO","16:30:04"
"DOOO","2022-05-09","BRP Inc. (Recreational Products) Common Subordinate Voting Shares",74.52,-5.59,-6.978,6040,168,NULL,"Canada","","","DOOO","DOOO","DOOO","16:30:04"
"DORM","2022-05-09","Dorman Products Inc. Common Stock",96.99,0.86,0.895,3050,168,NULL,"United States","Capital Goods","Auto Parts:O.E.M.","DORM","DORM","DORM","16:30:04"
"DOX","2022-05-09","Amdocs Limited Ordinary Shares",78.43,-0.65,-0.822,9674,534,NULL,"Guernsey","Technology","EDP Services","DOX","DOX","DOX","16:30:04"
"DOYU","2022-05-09","DouYu International Holdings Limited ADS",1.43,-0.13,-8.333,454,804,2019,"China","Technology","Computer Software: Programming Data Processing","DOYU","DOYU","DOYU","16:30:04"
"DPRO","2022-05-09","Draganfly Inc. Common Shares",1.08,-0.08,-6.897,35,233,NULL,"Canada","Consumer Durables","Electronic Components","DPRO","DPRO","DPRO","16:30:04"
"DRAY","2022-05-09","Macondray Capital Acquisition Corp. I Class A Ordinary Shares",9.93,-0.03,-0.3,356,4,2021,"United States","","","DRAY","DRAY","DRAY","16:30:04"
"DRCT","2022-05-09","Direct Digital Holdings Inc. Class A Common Stock",2.25,-0.05,-2.174,31,136,2022,"United States","Technology","Advertising","DRCT","DRCT","DRCT","16:30:04"
"DRIO","2022-05-09","DarioHealth Corp. Common Stock",4.33,-0.1,-2.257,95,320,NULL,"Israel","Health Care","Medical/Dental Instruments","DRIO","DRIO","DRIO","16:30:04"
"DRMA","2022-05-09","Dermata Therapeutics Inc. Common Stock",0.88,-0.01,-1.438,8,51,2021,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","DRMA","DRMA","DRMA","16:30:04"
"DRTS","2022-05-09","Alpha Tau Medical Ltd. Ordinary Shares",7.04,-1.26,-15.181,482,104,NULL,"Israel","Health Care","Biotechnology: Pharmaceutical Preparations","DRTS","DRTS","DRTS","16:30:04"
"DRTT","2022-05-09","DIRTT Environmental Solutions Ltd. Common Shares",0.8,-0.12,-13.062,68,125,NULL,"Canada","","","DRTT","DRTT","DRTT","16:30:04"
"DRUG","2022-05-09","Bright Minds Biosciences Inc. Common Stock",0.94,0.05,5.753,11,4,NULL,"Canada","","","DRUG","DRUG","DRUG","16:30:04"
"DRVN","2022-05-09","Driven Brands Holdings Inc. Common Stock",26.12,-1.06,-3.9,4375,1106,2021,"United States","","","DRVN","DRVN","DRVN","16:30:04"
"DSAC","2022-05-09","Duddell Street Acquisition Corp. Class A Ordinary Shares",9.93,-0.02,-0.201,217,0,2020,"Hong Kong","Finance","Business Services","DSAC","DSAC","DSAC","16:30:04"
"DSEY","2022-05-09","Diversey Holdings Ltd. Ordinary Shares",7.54,-0.23,-2.96,2444,1277,2021,"United States","Consumer Durables","Specialty Chemicals","DSEY","DSEY","DSEY","16:30:04"
"DSGN","2022-05-09","Design Therapeutics Inc. Common Stock",11.04,-0.17,-1.473,615,239,2021,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","DSGN","DSGN","DSGN","16:30:04"
"DSGR","2022-05-09","Distribution Solutions Group Inc. Common Stock",46.68,46.68,NULL,918,9,NULL,"United States","","","DSGR","DSGR","DSGR","16:30:04"
"DSGX","2022-05-09","Descartes Systems Group Inc. (The) Common Stock",56.8,-1.05,-1.815,4814,160,NULL,"Canada","","","DSGX","DSGX","DSGX","16:30:04"
"DSKE","2022-05-09","Daseke Inc. Common Stock",8.12,-0.41,-4.807,515,267,2015,"United States","","","DSKE","DSKE","DSKE","16:30:04"
"DSP","2022-05-09","Viant Technology Inc. Class A Common Stock",5.23,-0.25,-4.562,73,171,2021,"United States","Technology","EDP Services","DSP","DSP","DSP","16:30:04"
"DSWL","2022-05-09","Deswell Industries Inc. Common Shares",3.5,0.08,2.339,55,3,1995,"Macau","Consumer Non-Durables","Plastic Products","DSWL","DSWL","DSWL","16:30:04"
"DTEA","2022-05-09","DAVIDsTEA Inc. Common Stock",2.08,-0.2,-8.768,54,87,2015,"Canada","","","DTEA","DTEA","DTEA","16:30:04"
"DTIL","2022-05-09","Precision BioSciences Inc. Common Stock",1.75,-0.19,-9.794,106,1026,2019,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","DTIL","DTIL","DTIL","16:30:04"
"DTOC","2022-05-09","Digital Transformation Opportunities Corp. Class A Common Stock",9.79,-0.01,-0.102,408,7,2021,"United States","Finance","Diversified Financial Service","DTOC","DTOC","DTOC","16:30:04"
"DTRT","2022-05-09","DTRT Health Acquisition Corp. Class A Common Stock",10.04,0.0,0.0,288,3,2021,"United States","Finance","Diversified Financial Service","DTRT","DTRT","DTRT","16:30:04"
"DTRTU","2022-05-09","DTRT Health Acquisition Corp. Unit",10.11,0.0,0.009,0,0,2021,"United States","Finance","Diversified Financial Service","DTRTU","DTRTU","DTRTU","16:30:04"
"DTSS","2022-05-09","Datasea Inc. Common Stock",2.62,-0.23,-8.07,63,195,NULL,"China","Technology","Retail: Computer Software & Peripheral Equipment","DTSS","DTSS","DTSS","16:30:04"
"DTST","2022-05-09","Data Storage Corporation Common Stock",2.14,-0.23,-9.705,14,61,NULL,"United States","Technology","EDP Services","DTST","DTST","DTST","16:30:04"
"DUNE","2022-05-09","Dune Acquisition Corporation Class A Common Stock",9.96,0.0,0.0,214,86,2021,"United States","Finance","Diversified Financial Service","DUNE","DUNE","DUNE","16:30:04"
"DUNEU","2022-05-09","Dune Acquisition Corporation Unit",9.97,-0.29,-2.827,0,18,2020,"United States","Finance","Diversified Financial Service","DUNEU","DUNEU","DUNEU","16:30:04"
"DUOL","2022-05-09","Duolingo Inc. Class A Common Stock",72.77,-7.84,-9.726,2845,783,2021,"United States","Technology","Computer Software: Prepackaged Software","DUOL","DUOL","DUOL","16:30:04"
"DUOT","2022-05-09","Duos Technologies Group Inc. Common Stock",3.3,-0.44,-11.852,20,3,NULL,"United States","Technology","Computer Software: Prepackaged Software","DUOT","DUOT","DUOT","16:30:04"
"DVAX","2022-05-09","Dynavax Technologies Corporation Common Stock",8.17,-0.77,-8.613,1031,3419,2004,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","DVAX","DVAX","DVAX","16:30:04"
"DWAC","2022-05-09","Digital World Acquisition Corp. Class A Common Stock",42.42,-4.97,-10.487,1578,1618,2021,"United States","Finance","Diversified Financial Service","DWAC","DWAC","DWAC","16:30:04"
"DWACU","2022-05-09","Digital World Acquisition Corp. Units",48.5,-3.83,-7.319,0,14,2021,"United States","Finance","Diversified Financial Service","DWACU","DWACU","DWACU","16:30:04"
"DWSN","2022-05-09","Dawson Geophysical Company Common Stock",1.65,-0.09,-5.167,39,1,NULL,"United States","Energy","Oil & Gas Production","DWSN","DWSN","DWSN","16:30:04"
"DXCM","2022-05-09","DexCom Inc. Common Stock",330.02,-21.87,-6.215,32383,1498,2005,"United States","Health Care","Medical Specialities","DXCM","DXCM","DXCM","16:30:04"
"DXLG","2022-05-09","Destination XL Group Inc. Common Stock",4.15,-0.32,-7.159,266,530,NULL,"United States","Consumer Services","Clothing/Shoe/Accessory Stores","DXLG","DXLG","DXLG","16:30:04"
"DXPE","2022-05-09","DXP Enterprises Inc. Common Stock",22.22,-0.83,-3.601,417,66,NULL,"United States","Capital Goods","Industrial Machinery/Components","DXPE","DXPE","DXPE","16:30:04"
"DXR","2022-05-09","Daxor Corporation Common Stock",11.47,0.26,2.319,46,1,NULL,"United States","Health Care","Medical/Dental Instruments","DXR","DXR","DXR","16:30:04"
"DXYN","2022-05-09","Dixie Group Inc. (The) Common Stock",2.3,-0.21,-8.367,36,110,NULL,"United States","Consumer Durables","Home Furnishings","DXYN","DXYN","DXYN","16:30:04"
"DYAI","2022-05-09","Dyadic International Inc. Common Stock",1.85,-0.09,-4.639,52,30,NULL,"United States","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","DYAI","DYAI","DYAI","16:30:04"
"DYN","2022-05-09","Dyne Therapeutics Inc. Common Stock",5.92,-0.75,-11.244,305,133,2020,"United States","Consumer Durables","Specialty Chemicals","DYN","DYN","DYN","16:30:04"
"DYNS","2022-05-09","Dynamics Special Purpose Corp. Class A Common Stock",9.87,-0.03,-0.253,290,36,2021,"United States","Finance","Diversified Financial Service","DYNS","DYNS","DYNS","16:30:04"
"DZSI","2022-05-09","DZS Inc. Common Stock",12.5,-0.34,-2.648,345,79,NULL,"United States","Public Utilities","Telecommunications Equipment","DZSI","DZSI","DZSI","16:30:04"
"EA","2022-05-09","Electronic Arts Inc. Common Stock",112.1,-3.2,-2.771,31523,3463,NULL,"United States","Technology","Computer Software: Prepackaged Software","EA","EA","EA","16:30:04"
"EAC","2022-05-09","Edify Acquisition Corp. Class A Common Stock",9.82,-0.02,-0.203,338,9,2021,"United States","Finance","Diversified Financial Service","EAC","EAC","EAC","16:30:04"
"EACPU","2022-05-09","Edify Acquisition Corp. Units",9.91,-0.03,-0.285,0,0,2021,"United States","Finance","Diversified Financial Service","EACPU","EACPU","EACPU","16:30:04"
"EAR","2022-05-09","Eargo Inc. Common Stock",1.77,-0.52,-22.707,69,1505,2020,"United States","Health Care","Medical Specialities","EAR","EAR","EAR","16:30:04"
"EAST","2022-05-09","Eastside Distilling Inc. Common Stock",0.78,-0.14,-15.656,11,285,NULL,"United States","Consumer Non-Durables","Beverages (Production/Distribution)","EAST","EAST","EAST","16:30:04"
"EBAC","2022-05-09","European Biotech Acquisition Corp. Class A Ordinary Shares",9.8,-0.02,-0.204,160,12,2021,"Netherlands","Finance","Business Services","EBAC","EBAC","EBAC","16:30:04"
"EBACU","2022-05-09","European Biotech Acquisition Corp. Units",9.86,-0.05,-0.505,0,1,2021,"Netherlands","Finance","Business Services","EBACU","EBACU","EBACU","16:30:04"
"EBAY","2022-05-09","eBay Inc. Common Stock",49.26,0.45,0.912,27941,12783,1998,"United States","Consumer Services","Catalog/Specialty Distribution","EBAY","EBAY","EBAY","16:30:04"
"EBC","2022-05-09","Eastern Bankshares Inc. Common Stock",18.95,-0.06,-0.316,3476,721,2020,"United States","Finance","Major Banks","EBC","EBC","EBC","16:30:04"
"EBET","2022-05-09","EBET INC. Common Stock",2.97,-0.14,-4.502,42,105,2021,"United States","Consumer Services","Services-Misc. Amusement & Recreation","EBET","EBET","EBET","16:30:04"
"EBIX","2022-05-09","Ebix Inc. Common Stock",28.08,-1.4,-4.749,867,415,NULL,"United States","Technology","EDP Services","EBIX","EBIX","EBIX","16:30:04"
"EBMT","2022-05-09","Eagle Bancorp Montana Inc. Common Stock",19.78,-0.21,-1.051,132,2,NULL,"United States","Finance","Savings Institutions","EBMT","EBMT","EBMT","16:30:04"
"EBON","2022-05-09","Ebang International Holdings Inc. Class A Ordinary Shares",0.81,-0.05,-6.081,151,683,2020,"China","Technology","Semiconductors","EBON","EBON","EBON","16:30:04"
"EBTC","2022-05-09","Enterprise Bancorp Inc Common Stock",34.19,0.47,1.394,413,7,NULL,"United States","Finance","Major Banks","EBTC","EBTC","EBTC","16:30:04"
"ECPG","2022-05-09","Encore Capital Group Inc Common Stock",62.13,0.51,0.828,1507,320,NULL,"United States","","","ECPG","ECPG","ECPG","16:30:04"
"EDAP","2022-05-09","EDAP TMS S.A. American Depositary Shares",6.25,0.01,0.16,209,100,1997,"France","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","EDAP","EDAP","EDAP","16:30:04"
"EDBL","2022-05-09","Edible Garden AG Incorporated Common Stock",2.6,-0.23,-8.127,20,1619,2022,"United States","Miscellaneous","Agricultural Chemicals","EDBL","EDBL","EDBL","16:30:04"
"EDIT","2022-05-09","Editas Medicine Inc. Common Stock",11.11,-2.56,-18.704,762,3445,2016,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","EDIT","EDIT","EDIT","16:30:04"
"EDNC","2022-05-09","Endurance Acquisition Corp. Class A Ordinary Shares",9.85,-0.03,-0.304,246,27,2021,"United States","","","EDNC","EDNC","EDNC","16:30:04"
"EDNCU","2022-05-09","Endurance Acquisition Corp. Unit",10.05,-0.01,-0.12,0,3,2021,"United States","","","EDNCU","EDNCU","EDNCU","16:30:04"
"EDRY","2022-05-09","EuroDry Ltd. Common Shares ",33.18,-2.62,-7.318,76,85,NULL,"Greece","Consumer Services","Marine Transportation","EDRY","EDRY","EDRY","16:30:04"
